,text,rhyme_scheme_siamese,difference_siamese,prob_rhyme
8122,"['ich träumte hinab in das dunkle tal', 'auf engen felsenstufen', 'und hab mein liebchen ohne zahl', 'bald hier bald da gerufen', 'treulieb treulieb ist verloren']","['a', 'b', 'a', 'b', 'b']","[[array([0.29824394], dtype=float32)], [array([0.03103715], dtype=float32)]]",0.4
8123,"['mein lieber hirt nun sage mir', 'hast du treulieb gesehen', 'sie wollte zu den lämmern hier', 'und dann zum brunnen gehen', 'treulieb treulieb ist verloren']","['a', 'b', 'a', 'b', 'c']","[[array([0.45730388], dtype=float32)], [array([0.006392], dtype=float32), array([0.25380617], dtype=float32), array([0.24977303], dtype=float32)]]",0.6
8124,"['treulieb in meinem schoße saß', 'dort oben an den klippen', 'und weil die wangen ihr so blaß', 'so küßt ich ihre lippen', 'treulieb treulieb ist verloren']","['a', 'b', 'a', 'b', 'b']","[[array([0.10032296], dtype=float32)], [array([0.03817213], dtype=float32), array([0.561023], dtype=float32), array([0.5244124], dtype=float32)]]",0.4
8125,"['ich blies die flöte ich flocht den kranz', 'ich ging ihr blumen zu pflücken', 'ich wollte sie zum abendtanz', 'als meine buhle schmücken', 'treulieb treulieb ist verloren']","['a', 'b', 'a', 'b', 'b']","[[array([0.02180195], dtype=float32)], [array([0.03487891], dtype=float32)]]",0.4
8126,"['da hört sie ein schallendes jägerhorn', 'da tät sie die öhrlein stellen', 'und schwang sich hinüber durch distel und dorn', 'und folgte dem waldgesellen', 'treulieb treulieb ist verloren']","['a', 'b', 'a', 'b', 'c']","[[array([0.34701252], dtype=float32)], [array([0.08748895], dtype=float32), array([0.35423332], dtype=float32), array([0.25575268], dtype=float32)]]",0.6
8127,"['ich träumte hinab in den dunklen wald', 'auf engen felsenstufen', 'und habe mein liebchen daß es schallt', 'bald hier bald da gerufen', 'treulieb treulieb ist verloren']","['a', 'b', 'a', 'b', 'b']","[[array([0.3335353], dtype=float32)], [array([0.03103715], dtype=float32)]]",0.4
8128,"['mein lieber jäger nun sage mir', 'hast du mein lieb gesehen', 'sie wollte in das waldrevier', 'zu hirsch und rehen gehen', 'treulieb treulieb ist verloren']","['a', 'b', 'a', 'b', 'c']","[[array([0.00201344], dtype=float32)], [array([0.5391422], dtype=float32), array([0.46332574], dtype=float32), array([0.61566424], dtype=float32)]]",0.6
8129,"['treulieb lag heut in meinem arm', 'im schatten kühler eichen', 'wir herzten uns es ward ihr warm', 'sie ging ins bad zu steigen', 'treulieb treulieb ist verloren']","['a', 'b', 'a', 'b', 'b']","[[array([0.21056819], dtype=float32)], [array([0.00292546], dtype=float32)]]",0.4
8130,"['der mühlbursch hell ein liedlein pfiff', 'da tauchte treulieb unter', 'und tauchte auf sprang in sein schiff', 'ohn hemd doch frisch und munter', 'treulieb treulieb ist verloren']","['a', 'b', 'a', 'b', 'c']","[[array([0.06752884], dtype=float32)], [array([0.08748895], dtype=float32), array([0.35423332], dtype=float32), array([0.25575268], dtype=float32)]]",0.6
8131,"['ich träume hin an mühlbachs rand', 'auf engen felsenstufen', 'und habe in schallender klippenwand', 'mein liebchen oft gerufen', 'treulieb treulieb ist verloren']","['a', 'b', 'a', 'b', 'b']","[[array([0.29824394], dtype=float32)], [array([0.03103715], dtype=float32)]]",0.4
8132,"['nun lieber müller nun sage mir', 'hast du mein lieb gesehen', 'ich gab ihr korn sie wollte hier', 'bei dir zur mühle gehen', 'treulieb treulieb ist verloren']","['a', 'b', 'a', 'b', 'c']","[[array([0.15527713], dtype=float32)], [array([0.05429113], dtype=float32), array([0.53134155], dtype=float32), array([0.55577826], dtype=float32)]]",0.6
8133,"['treulieb ist heut auf weichem pfühl', 'in meinem arm entschlafen', 'es klang die schelle es klappte die mühl', 'das auffüllen hab ich verschlafen', 'treulieb treulieb ist verloren']","['a', 'b', 'a', 'b', 'b']","[[array([0.04610699], dtype=float32)], [array([0.03839707], dtype=float32), array([0.49015576], dtype=float32), array([0.50921464], dtype=float32)]]",0.4
8134,"['und als mich morgens die reuter geweckt', 'die hier vorbei gezogen', 'hat sie der trompeter in mantel gesteckt', 'und mich um sie betrogen', 'treulieb treulieb ist verloren']","['a', 'b', 'a', 'b', 'b']","[[array([0.18096787], dtype=float32)], [array([0.0298925], dtype=float32), array([0.2504536], dtype=float32), array([0.25575268], dtype=float32)]]",0.4
8135,"['ich träumte hin auf der reuter zug', 'in staub erkannt ich die hufen', 'und wo das herz mir lauter schlug', 'hab treulieb ich gerufen', 'treulieb treulieb ist verloren']","['a', 'b', 'a', 'b', 'b']","[[array([0.12747228], dtype=float32)], [array([0.0514304], dtype=float32)]]",0.4
8136,"['mein lieber reuter willst du mir', 'wo liebchen ist wohl sagen', 'ich weiß sie hat geholfen dir', 'dein zeltlein aufzuschlagen', 'treulieb treulieb ist verloren']","['a', 'b', 'a', 'b', 'c']","[[array([0.24433619], dtype=float32)], [array([0.0538407], dtype=float32), array([0.45652628], dtype=float32), array([0.50943446], dtype=float32)]]",0.6
8137,"['treulieb bei mir im zelte lag', 'das pulver hat sie gerochen', 'die ganze nacht doch früh am tag', 'da ist sie aufgebrochen', 'treulieb treulieb ist verloren']","['a', 'b', 'a', 'b', 'b']","[[array([0.21033728], dtype=float32)], [array([0.01095873], dtype=float32)]]",0.4
8138,"['es zog der bettelstudent vorbei', 'und spielte auf der leier', 'sie guckt hinaus was es wohl sei', 'und folgt dem neuen freier', 'treulieb treulieb ist verloren']","['a', 'b', 'a', 'b', 'c']","[[array([0.02772242], dtype=float32)], [array([0.08748895], dtype=float32), array([0.35423332], dtype=float32), array([0.25575268], dtype=float32)]]",0.6
8139,"['ich träumte ich folg der leier klang', 'hinab viel felsenstufen', 'und habe auf dem bittren gang', 'mein liebchen noch oft gerufen', 'treulieb treulieb ist verloren']","['a', 'b', 'a', 'b', 'b']","[[array([0.12747228], dtype=float32)], [array([0.03103715], dtype=float32)]]",0.4
8140,"['mein lieber schüler sage mir', 'hast du treulieb gesehen', 'sie wollt ich weiß es wohl bei dir', 'zur singeschule gehen', 'treulieb treulieb ist verloren']","['a', 'b', 'a', 'b', 'c']","[[array([0.38220018], dtype=float32)], [array([0.01797163], dtype=float32)]]",0.6
8141,"['treulieb fraß mit mir auf ein mal', 'wohl bettelbrot zwei pfunde', 'den wein den sie dem reuter stahl', 'trank ich aus ihrem munde', 'treulieb treulieb ist verloren']","['a', 'b', 'a', 'b', 'c']","[[array([0.08612895], dtype=float32)], [array([0.07989556], dtype=float32)]]",0.6
8142,"['doch als ich an der schmiede stand', 'ums abendbrot zu singen', 'viel größre freude sie empfand', 'an kräftgem hammerschwingen', 'treulieb treulieb ist verloren']","['a', 'b', 'a', 'b', 'c']","[[array([0.32428074], dtype=float32)], [array([0.1471188], dtype=float32), array([0.1471188], dtype=float32), 0]]",0.6
8143,"['mein lieber meister wohlgestallt', 'sprach sie zum rußgen mohren', 'beschlag mich lieber warm als kalt', 'viel eisen hab ich verloren', 'treulieb treulieb ist verloren']","['a', 'b', 'a', 'b', 'b']","[[array([0.02772242], dtype=float32)], [array([0.04482305], dtype=float32), array([0.24836934], dtype=float32), array([0.25575268], dtype=float32)]]",0.4
8144,"['ich träumt zur schmiede den schwarzen gang', 'hinab so viele stufen', 'und lauter als der hammer klang', 'hab ich treulieb gerufen', 'treulieb treulieb ist verloren']","['a', 'b', 'a', 'b', 'b']","[[array([0.03566051], dtype=float32)], [array([0.03420663], dtype=float32)]]",0.4
8145,"['der meister sprach sie hat der knecht', 'der knecht sie hat der bube', 'der bube wies mich dann zurecht', 'zu totengräbers stube', 'treulieb treulieb ist verloren']","['a', 'b', 'a', 'b', 'c']","[[array([0.29571825], dtype=float32)], [array([0.04482305], dtype=float32), array([0.24836934], dtype=float32), array([0.25575268], dtype=float32)]]",0.6
8146,"['ich träumt hinab ins totental', 'wohl tausend dunkle stufen', 'und hab mein lieb wohl tausendmal', 'mit bittrer angst gerufen', 'treulieb treulieb ist verloren']","['a', 'b', 'a', 'b', 'b']","[[array([0.30876803], dtype=float32)], [array([0.3710841], dtype=float32), array([0.6608093], dtype=float32), array([0.48592687], dtype=float32)]]",0.4
8147,"['mein totengräber nun sage mir', 'hast du mein lieb gesehen', 'auf ihrer mutter grab allhier', 'wollt sie die blumen säen', 'treulieb treulieb ist verloren']","['a', 'b', 'a', 'b', 'b']","[[array([0.05360717], dtype=float32)], [array([0.00429386], dtype=float32)]]",0.4
8148,"['treulieb lag bei mir manche nacht', 'und sang mir freche lieder', 'und wenn ich ein fräulein zu grab gebracht', 'da stahl sie ihr den mieder', 'treulieb treulieb ist verloren']","['a', 'b', 'a', 'b', 'c']","[[array([0.08730298], dtype=float32)], [array([0.0812211], dtype=float32)]]",0.6
8149,"['sie stiehlt der braut den jun g fernkranz', 'die schwarzen totenschuhe', 'die zieht sie an und ging zum tanz', 'und nimmt den leichen die ruhe', 'treulieb treulieb ist verloren']","['a', 'b', 'a', 'b', 'c']","[[array([0.04627812], dtype=float32)], [array([0.03108352], dtype=float32)]]",0.6
8150,"['und als sie nach goldnen ringen sucht', 'und in den sarg tät langen', 'der tote jude der tief verflucht', 'hat zärtlich sie umfangen', 'treulieb treulieb ist verloren']","['a', 'b', 'a', 'b', 'c']","[[array([0.30791086], dtype=float32)], [array([0.07452857], dtype=float32)]]",0.6
8151,"['wo ist des toten juden grab', 'wo ruht der böse bube', 'der totengräber zur antwort gab', 'geh nach der schindergrube', 'treulieb treulieb ist verloren']","['a', 'b', 'a', 'b', 'c']","[[array([0.7254616], dtype=float32), array([0.5266997], dtype=float32), array([0.735546], dtype=float32), array([0.83751464], dtype=float32), array([0.5120528], dtype=float32), array([0.04482305], dtype=float32), array([0.24836934], dtype=float32), array([0.43803155], dtype=float32), array([0.5662976], dtype=float32), array([0.25575268], dtype=float32)]]",0.6
8152,"['ich träumte zum dunklen galgen hin', 'hinauf viel tausend stufen', 'und hab mein lieb mit wildem sinn', 'wie raben und geier gerufen', 'treulieb treulieb ist verloren']","['a', 'a', 'a', 'a', 'a']","[[array([0.12747228], dtype=float32)], [array([0.03103715], dtype=float32)]]",0.2
8153,"['nun toter jude sage mir', 'hast du treulieb gesehen', 'sie wollte ganz allein zu dir', 'um dich zu taufen gehen', 'treulieb treulieb ist verloren']","['a', 'b', 'a', 'b', 'c']","[[array([0.0558666], dtype=float32)], [array([0.01471484], dtype=float32)]]",0.6
8154,"['sie lag bei mir zur zwölften stund', 'und hat mir s nicht gedanket', 'es heulte zum mond des schinders hund', 'der gehenkte im galgen schwanket', 'treulieb treulieb ist verloren']","['a', 'b', 'a', 'b', 'c']","[[array([0.10109669], dtype=float32)], [array([0.07662868], dtype=float32)]]",0.6
8155,"['da läßt sie die edle vertrauliche gruft', 'und stiehlt mir meine geschmeider', 'und steigt herauf zu dem luftigen schuft', 'auf der dünnen galgenleiter', 'treulieb treulieb ist verloren']","['a', 'b', 'a', 'b', 'c']","[[array([0.08842123], dtype=float32), array([0.31481636], dtype=float32), array([0.25575268], dtype=float32)]]",0.6
8156,"['ich träumte hinauf ins leere schloß', 'wohl auf den leiterstufen', 'und habe auf jeder galgensproß', 'nach meinem lieb gerufen', 'treulieb treulieb ist verloren']","['a', 'b', 'c', 'b', 'b']","[[array([0.10714406], dtype=float32)], [array([0.01243389], dtype=float32)]]",0.6
8157,"['nun sag mir mein gehenkter schuft', 'hast du treulieb gesehen', 'sie schöpfte hier wohl frische luft', 'und wollte um sich sehen', 'treulieb treulieb ist verloren']","['a', 'b', 'a', 'b', 'c']","[[array([0.07011563], dtype=float32)], [array([0.01374435], dtype=float32)]]",0.6
8158,"['sie hat mit mir im mondenschein', 'ein stündchen sich geschaukelt', 'da hob sich lärm und wildes schrein', 'da kam es heran gegaukelt', 'treulieb treulieb ist verloren']","['a', 'b', 'a', 'b', 'c']","[[array([0.24131173], dtype=float32), array([0.32983214], dtype=float32), array([0.6651499], dtype=float32)], [array([0.0188694], dtype=float32)]]",0.6
8159,"['zuerst der hexen troß voran', 'auf gabeln und auf besen', 'und dann der meister urian', 'der hat sie sich erlesen', 'treulieb treulieb ist verloren']","['a', 'b', 'a', 'b', 'a']","[[array([0.00920701], dtype=float32)], [array([0.00884956], dtype=float32)]]",0.4
8160,"['er faßt die jungfer sich aufs korn', 'mit angenehmen sitten', 'sie faßt den teufel bei dem horn', 'zum blocksberg sie dann ritten', 'treulieb treulieb ist verloren']","['a', 'b', 'a', 'b', 'c']","[[array([0.3505326], dtype=float32)], [array([0.08748895], dtype=float32), array([0.35423332], dtype=float32), array([0.25575268], dtype=float32)]]",0.6
8161,"['ich träumte hinauf die steile höh', 'auf engen felsenstufen', 'und hab mit ach und hab mit weh', 'nach meinem liebchen gerufen', 'treulieb treulieb ist verloren']","['a', 'b', 'a', 'b', 'b']","[[array([0.12747228], dtype=float32)], [array([0.03023148], dtype=float32)]]",0.4
8162,"['nun lieber teufel sage mir', 'hast du treulieb gesehen', 'sie kam allein herauf zu dir', 'dich kämpfend zu bestehen', 'treulieb treulieb ist verloren']","['a', 'b', 'a', 'b', 'c']","[[array([0.04869729], dtype=float32)], [array([0.04695731], dtype=float32), array([0.45065618], dtype=float32), array([0.4769708], dtype=float32)]]",0.6
8163,"['treulieb sie küßte mich unterm schwanz', 'ich war ihr wohlgewogen', 'doch hat sie mir beim wilden tanz', 'ein ohr schier abgelogen', 'treulieb treulieb ist verloren']","['a', 'b', 'a', 'b', 'b']","[[array([0.19578725], dtype=float32)], [array([0.03750813], dtype=float32)]]",0.4
8164,"['geh nimm sie wieder da sitzet sie', 'auf einem katzendrecke', 'bist du treulieb ich laut aufschrie', 'als ich das luder entdecke', 'treulieb treulieb ist verloren']","['a', 'b', 'a', 'b', 'c']","[[array([0.30876803], dtype=float32)], [array([0.03023148], dtype=float32)]]",0.6
8165,"['mein lieb treulieb nun sage mir', 'hast du treulieb gesehen', 'sie soll nun mir in dir allhier', 'wahrhaftiglich bestehen', 'treulieb treulieb ist verloren']","['a', 'b', 'a', 'b', 'c']","[[array([0.2636729], dtype=float32)], [array([0.01337713], dtype=float32)]]",0.6
8166,"['treulieb treulieb sie sitzt allhie', 'auf mir dem falschen schwure', 'treulieb ist dichterphantasie', 'und ich bin deine hure', 'treulieb treulieb ist verloren']","['a', 'b', 'a', 'b', 'c']","[[array([0.09824002], dtype=float32)], [array([0.12747228], dtype=float32)]]",0.6
8167,"['die welt war mir zuwider', 'die berge lagen auf mir', 'der himmel war mir zu nieder', 'ich sehnte mich nach dir nach dir', 'o lieb mädel wie schlecht bist du']","['a', 'b', 'a', 'b', 'c']","[[array([0.00467205], dtype=float32)], [array([0.07936388], dtype=float32)]]",0.6
8168,"['ich trieb wohl durch die gassen', 'zwei lange jahre mich', 'an den ecken mußt ich passen', 'und harren nur auf dich auf dich', 'o lieb mädel wie schlecht bist du']","['a', 'b', 'a', 'b', 'c']","[[array([0.0461868], dtype=float32)], [array([0.12747228], dtype=float32)]]",0.6
8169,"['und alle liebeswunden', 'die brachen auf in mir', 'als ich dich endlich gefunden', 'ich lebt und starb in dir in dir', 'o lieb mädel wie schlecht bist du']","['a', 'b', 'a', 'b', 'c']","[[array([0.07939261], dtype=float32)], [array([0.05020708], dtype=float32)]]",0.6
8170,"['ich hab vor deiner türe', 'die hellgestirnte nacht', 'daß dich mein lieben rühre', 'oft liebeskrank durchwacht', 'o lieb mädel wie schlecht bist du']","['a', 'b', 'a', 'b', 'c']","[[array([0.03040701], dtype=float32)], [array([0.03999817], dtype=float32)]]",0.6
8171,"['ich ging nicht zu dem feste', 'trank nicht den edlen wein', 'ertrug den spott der gäste', 'um nur bei dir zu sein', 'o lieb mädel wie schlecht bist du']","['a', 'b', 'a', 'b', 'c']","[[array([0.01062095], dtype=float32)], [array([0.11531818], dtype=float32)]]",0.6
8172,"['bin zitternd zu dir gekommen', 'als wärst du ein jungfräulein', 'hab dich in arm genommen', 'als wärst du mein allein allein', 'o lieb mädel wie schlecht bist du']","['a', 'b', 'a', 'b', 'c']","[[array([0.0145371], dtype=float32)], [array([0.12747228], dtype=float32)]]",0.6
8173,"['wie schlecht du sonst gewesen', 'vergaß ich liebend in mir', 'und all dein elendes wesen', 'vergab ich herzlich dir ach dir', 'o lieb mädel wie schlecht bist du']","['a', 'b', 'a', 'b', 'c']","[[array([0.05214876], dtype=float32)], [array([0.02058959], dtype=float32)]]",0.6
8174,"['als du mir nackt gegeben', 'zur nacht den kühlen trank', 'vergiftetest du mein leben', 'da war meine seele so krank so krank', 'o lieb mädel wie schlecht bist du']","['a', 'b', 'a', 'b', 'c']","[[array([0.00543165], dtype=float32)], [array([0.07533717], dtype=float32)]]",0.6
8175,"['bergab bin ich gegangen', 'mit dir zu jeder stund', 'hab fest an dir gehangen', 'und ging mit dir zu grund', 'o lieb mädel wie schlecht bist du']","['a', 'b', 'a', 'b', 'c']","[[array([0.00878078], dtype=float32)]]",0.6
8176,"['es hat sich an der wunde', 'die schlange fest gesaugt', 'hat mit dem giftgen munde', 'den tod in mich gehaucht', 'o lieb mädel wie schlecht bist du']","['a', 'b', 'a', 'c', 'd']","[[array([0.00191188], dtype=float32)], [array([0.15077221], dtype=float32), array([0.4124648], dtype=float32), array([0.3555916], dtype=float32)]]",0.8
8177,"['und ach in all den peinen', 'war ich nur gut und treu', 'daß ich mich nannt den deinen', 'ich nimmermehr bereu bereu', 'o lieb mädel wie schlecht bist du']","['a', 'b', 'a', 'b', 'b']","[[array([0.1387099], dtype=float32)], [array([0.03994155], dtype=float32)]]",0.4
8178,"['es leben die soldaten', 'so recht von gottes gnaden', 'der himmel ist ihr zelt', 'ihr tisch das grüne feld']","['a', 'a', 'b', 'b']","[[array([0.01261574], dtype=float32)], [array([0.06397712], dtype=float32)]]",0.5
8179,"['ihr bette ist der rasen', 'trompeter müssen blasen', 'guten morgen gute nacht', 'daß man mit lust erwacht']","['a', 'a', 'b', 'b']","[[array([0.00466061], dtype=float32)], [array([0.21255857], dtype=float32)]]",0.5
8180,"['ihr wirtsschild ist die sonne', 'ihr freund die volle tonne', 'ihr schlafbuhl ist der mond', 'der in der sternschanz wohnt']","['a', 'a', 'b', 'b']","[[array([0.01571041], dtype=float32)], [array([0.3662057], dtype=float32)]]",0.5
8181,"['die sterne haben stunden', 'die sterne haben runden', 'und werden abgelöst', 'drum schildwacht sei getrost']","['a', 'a', 'b', 'b']","[[array([0.02526921], dtype=float32)], [array([0.04046893], dtype=float32)]]",0.5
8182,"['wir richten mit dem schwerte', 'der leib gehört der erde', 'die seel dem himmelszelt', 'der rock bleibt in der welt']","['a', 'a', 'b', 'b']","[[array([0.02670509], dtype=float32)], [array([0.03008276], dtype=float32)]]",0.5
8183,"['wer fällt der bleibet liegen', 'wer steht der kann noch siegen', 'wer übrig bleibt hat recht', 'und wer entflieht ist schlecht']","['a', 'a', 'b', 'b']","[[array([0.03422779], dtype=float32)], [array([0.39529538], dtype=float32)]]",0.5
8184,"['zum hassen oder lieben', 'ist alle welt getrieben', 'es bleibet keine wahl', 'der teufel ist neutral']","['a', 'a', 'b', 'b']","[[array([0.00428885], dtype=float32)], [array([0.06790864], dtype=float32)]]",0.5
8185,"['bedienet uns ein bauer', 'so schmeckt der wein fast sauer', 'doch ist s ein schöner schatz', 'so kriegt sie einen schmatz']","['a', 'a', 'b', 'b']","[[array([0.03149891], dtype=float32)], [array([0.12118787], dtype=float32)], [array([0.00621319], dtype=float32)], [array([0.0164479], dtype=float32)], [array([0.03887635], dtype=float32)], [array([0.03648514], dtype=float32), array([0.37307644], dtype=float32), array([0.41541564], dtype=float32)], [array([0.01729989], dtype=float32), array([0.01729989], dtype=float32), array([0.], dtype=float32)], [array([0.], dtype=float32)], [array([0.03984863], dtype=float32)], [array([0.00495666], dtype=float32)], [array([0.00847131], dtype=float32), array([0.20367926], dtype=float32), array([0.16970927], dtype=float32)], [array([0.34164023], dtype=float32), array([0.02068388], dtype=float32), array([0.37512714], dtype=float32)]]",0.5
8186,"['wie du sollst in schönheit wallen', 'und dem herrn doch wohlgefallen', 'frag die wiesenblümelein', 'die nicht ihrer schönheit denken', 'sich der sonne heben senken', 'einsam duften und allein', 'wo sie sproßten in dem garten', 'ruhig auch den tod erwarten', 'ihrer schönheit ewgen samen', 'gottes lüften gern vertrauen', 'freudig sterben und nicht schauen', 'wo der herr sie aus will säen in gottes namen', 'nichts vergehet nichts entstehet', 'alles ist unendlich da', 'doch die armen augen taugen', 'nur den tod zu sehn', 'dichter du sollst eingestehn', 'daß die rose die verblichen', 'du der sterblichkeit verglichen', 'eh sie war und da sie glühte', 'und nachdem sie längst verblühte', 'daß die rose eh und je', 'die ich hier erblassen seh', 'ewiglich in gott florieret', 'und wer dieses recht verstehet', 'triumphieret', 'nichts vergehet nichts entstehet', 'alles ist unendlich da']","['a', 'a', 'b', 'c', 'c', 'b', 'd', 'd', 'e', 'f', 'f', 'e', 'g', 'h', 'f', 'i', 'i', 'j', 'j', 'k', 'k', 'k', 'l', 'l', 'g', 'l', 'g', 'h']",[],0.42857142857142855
8187,"['febr', 'im letzten jahr der poesie', 'und im ersten und schlechtesten der architektur']","['a', 'b', 'c']","[[array([0.2795747], dtype=float32)], [array([0.47473776], dtype=float32)], [array([0.], dtype=float32), array([0.01440877], dtype=float32), array([0.01440877], dtype=float32)], [array([0.], dtype=float32), array([0.00949627], dtype=float32), array([0.00949627], dtype=float32)], [array([0.01100796], dtype=float32)]]",1.0
8188,"['in dem lichte wohnt das hell', 'doch der pfad ist uns verloren', 'oder unerklimmbar steil', 'wenn wir außer uns ihn steigen', 'werden wir am abgrund schwindeln', 'aber in uns selbst da zeigen', 'klar und rein die pfade sich', 'glauben hoffen lieben schweigen', 'laß uns diese pfade steigen', 'daß wir nicht am abgrund schwindeln', 'wollte gott herab sich neigen', 'und uns seine hände reichen', 'sieh den gottessohn in windeln']","['a', 'b', 'a', 'c', 'd', 'e', 'f', 'c', 'c', 'd', 'e', 'b', 'd']","[[array([0.03890294], dtype=float32)], [array([0.13940692], dtype=float32)]]",0.46153846153846156
8189,"['wenn es stürmet auf den wogen', 'sitzt die schifferin zu haus', 'doch ihr herz ist hingezogen', 'auf die weite see hinaus']","['a', 'b', 'a', 'b']","[[array([0.01337361], dtype=float32)], [array([0.06777442], dtype=float32)]]",0.5
8190,"['bei jeder welle die brandet', 'schäumend an ufers rand', 'denkt sie er strandet er strandet er strandet', 'er kehret mir nimmer zum land']","['a', 'b', 'a', 'b']","[[array([0.01670361], dtype=float32)], [array([0.06358469], dtype=float32)]]",0.5
8191,"['bei des donners wildem toben', 'sitzt die schäferin zu haus', 'doch ihr herz das schwebet oben', 'in des wetters wildem saus']","['a', 'b', 'a', 'b']","[[array([0.10972166], dtype=float32)], [array([0.03011441], dtype=float32)]]",0.5
8192,"['bei jedem strahle der klirrte', 'schmetternd durch donners groll', 'denkt sie mein hirte mein hirte mein hirte', 'mir nimmermehr kehren soll']","['a', 'b', 'a', 'b']","[[array([0.01876569], dtype=float32)], [array([0.05471331], dtype=float32)]]",0.5
8193,"['wenn es in dem abgrund bebet', 'sitzt des bergmanns weib zu haus', 'doch ihr treues herz das schwebet', 'in des schachtes dunklem graus']","['a', 'b', 'a', 'b']","[[array([0.02643001], dtype=float32)], [array([0.08875996], dtype=float32)]]",0.5
8194,"['bei jedem stoße der rüttet', 'hallend im dunkelem schacht', 'denkt sie verschüttet verschüttet verschüttet', 'ist mein knapp in der erde nacht']","['a', 'b', 'a', 'b']","[[array([0.00925803], dtype=float32)], [array([0.49422294], dtype=float32)]]",0.5
8195,"['wenn die feldschlacht tost und klirret', 'sitzt des kriegers weib zu haus', 'doch ihr banges herz das irret', 'in des kampfes wilden strauß']","['a', 'b', 'a', 'b']","[[array([0.01496023], dtype=float32)], [array([0.05435383], dtype=float32)]]",0.5
8196,"['bei jedem knall jedem hallen', 'der stücke an bergeswand', 'denkt sie gefallen gefallen gefallen', 'ist mein held nun fürs vaterland']","['a', 'b', 'a', 'b']","[[array([0.33330292], dtype=float32)], [array([0.01835883], dtype=float32)]]",0.5
8197,"['aber fern schon über die berge', 'zogen die wetter der donner verhallt', 'horch wie die jubelnde trunkene lerche', 'tireli tireli siegreich erschallt']","['a', 'b', 'a', 'b']","[[array([0.00127608], dtype=float32)], [array([0.20138782], dtype=float32)]]",0.5
8198,"['raben zieht weiter', 'himmel wird heiter', 'dringe mir dringe mir', 'sonne hervor']","['a', 'a', 'b', 'b']","[[array([0.33330292], dtype=float32)], [array([0.19650865], dtype=float32)]]",0.5
8199,"['jubelnde lerche', 'über die berge', 'singe mir singe mir', 'wonne ins ohr']","['a', 'a', 'b', 'b']","[[array([0.04679126], dtype=float32)], [array([0.08499283], dtype=float32)]]",0.5
8200,"['mit zipreß und lorbeer kränzet', 'sieg das freudig ernste haupt', 'herr wenn er mir niederglänzet', 'mit dem trauergrün umlaubt']","['a', 'b', 'a', 'b']","[[array([0.03903657], dtype=float32)], [array([0.36426562], dtype=float32)]]",0.5
8201,"['dann sternlose nacht sei willkommen', 'der herr hat gegeben den stern', 'der herr hat genommen genommen genommen', 'gelobt sei der wille des herrn']","['a', 'b', 'a', 'b']","[[array([0.03993875], dtype=float32)], [array([0.09247965], dtype=float32)], [array([0.4112237], dtype=float32)]]",0.5
8202,"['ich ging auf grünen wegen', 'und trug den hochzeitskranz', 'treu lieb ging mir entgegen', 'geschmückt mit gleichem glanz', 'o wie blinkte ihr krönlein schön', 'eh die sonne wollt untergehn']","['a', 'b', 'a', 'b', 'c', 'c']","[[array([0.00460976], dtype=float32)], [array([0.04281682], dtype=float32)]]",0.5
8203,"['und als die lichte wonne', 'sich unter wolken barg', 'da spielt die letzte sonne', 'im kranz auf meinen sarg', 'o wie blinkte etc']","['a', 'b', 'a', 'b', 'c']","[[array([0.04540247], dtype=float32)], [array([0.18859136], dtype=float32)]]",0.6
8204,"['es ging im witwenschleier', 'treu lieb mit mir zu grab', 'und schwur mein einzger freier', 'sinkt mir mit dir hinab', 'o wie blinkte etc']","['a', 'b', 'a', 'b', 'c']","[[array([0.06228054], dtype=float32)], [array([0.25838733], dtype=float32)]]",0.6
8205,"['sie steckt die myrtenkrone', 'auf meinen totenkranz', 'die weiber sprachen schone', 'ihn für den neuen hans', 'o wie blinkte etc']","['a', 'b', 'a', 'b', 'c']","[[array([0.03573596], dtype=float32)], [array([0.16351014], dtype=float32)]]",0.6
8206,"['sie wollt ihn mir nur geben', 'wollt keines andern sein', 'da lacht das volle leben', 'mir in das grab hinein', 'o wie blinkte etc']","['a', 'b', 'a', 'b', 'c']","[[array([0.01687723], dtype=float32)], [array([0.04621214], dtype=float32)]]",0.6
8207,"['wer meine kron erblickte', 'und ihre myrte drauf', 'zu seinem nachbar nickte', 'der wacht einst selig auf', 'o wie blinkte etc']","['a', 'b', 'a', 'b', 'c']","[[array([0.00487518], dtype=float32)], [array([0.08077997], dtype=float32)]]",0.6
8208,"['doch als neun monde gingen', 'stets müder durch den sand', 'den strohkranz sie ihr hingen', 'ans haus ob ihrer schand', 'o wie blinkte etc']","['a', 'b', 'a', 'b', 'c']","[[array([0.15869689], dtype=float32)], [array([0.29632694], dtype=float32)]]",0.6
8209,"['und die ihr häcksel streuen', 'zur nacht vor ihre tür', 'die hören s kindlein schreien', 'ich kann ja nichts dafür', 'o wie blinkte etc']","['a', 'b', 'a', 'b', 'c']","[[array([0.01070756], dtype=float32)], [array([0.28595608], dtype=float32), array([0.15795761], dtype=float32), array([0.60181355], dtype=float32)]]",0.6
8210,"['auf meiner krone wehen', 'noch ihre myrten stets', 'doch die sie schimmern sehen', 'die sprechen ja so geht s', 'o wie blinkte etc']","['a', 'b', 'a', 'b', 'b']","[[array([0.11542851], dtype=float32)], [array([0.03299046], dtype=float32)]]",0.4
