LLM,id,text,close_text,semantic_dist
GPT2-large,590,War dir wohl du hasts gesehen,"Du hast es wohl vernommen,",2.8904917240142822
GPT2-large,590,Wie ein Sonnenstrahl im Westen hin,Drüber wölbt sich Sonnenschein,4.427147388458252
GPT2-large,590,"Sonne zu , ich komme dir bald","Ich schaue dich an, wie die Sonne,",4.543980598449707
GPT2-large,590,"So und alles still geblieben ist ,","Ist alles ganz kahl und still,",4.501147270202637
GPT2-large,590,"Sonne zu , im Osten dann hin ,",Wann ostwärts geht der Sonne Schein,4.637967109680176
GPT2-large,590,Ist es auf der Welt nicht so,Ist es aber doch nicht wahr.,5.020864963531494
GPT2-large,590,"Dann die lange , lange Zeit nicht","Denn lange, lange hat es schon",4.525362014770508
GPT2-large,590,Was ist denn der Sinn von diesem Tun ?,"Was ist's, worin sich hier der Sinn gefällt?",2.542339324951172
GPT2-large,590,Laß mich dirs erzählen wie einst,»Ich sagt' es dir ja immerhin:,4.344318389892578
GPT2-large,590,Sonnen auf die Erde schon fällt,Als schon die Sonne gesunken,4.773003101348877
GPT2-large,590,Sonne auf die Erde stürzte,"Sonne neigte sich, wann es tagte,",4.52477502822876
GPT2-large,590,"Sonne in die wüste Tiefe stürzt ,",Taucht Sonne ins Wasser so trübe;,4.958265781402588
GPT2-large,591,Das zeugt von einer armen schwachen seite,"B'sinnt sich so a arme Seel',",4.7124176025390625
GPT2-large,591,Die an der ganzen Menschheit nichts erfreute .,Und ließ die Mädchen unverschämt,5.035182952880859
GPT2-large,591,Ich bin kein guter Freund von diesen tagen,"All meine Tage nicht gar gut,",5.5320539474487305
GPT2-large,591,"Ist euch Ist euch der Geist der Welt zu eigen ,",Und ob deine Seele auch Welten barg,4.111299991607666
GPT2-large,591,Nicht weiter brauch ich länger hier zu singen,"Ich kann nichts anders singen,",4.602553844451904
GPT2-large,591,"berlin Ihr seid ein dummes Pack von Schlingel ,","Deutsche Biedermänner waren,",6.208470821380615
GPT2-large,591,Ich schrieb dies vor jedoch Ihr habt gewartet,Da schrieb se m'r noch in ä Schreibebrief:,5.498460292816162
GPT2-large,591,Ihr teufel würdet hier ein Wörtchen sagen,Auf diesem Fleckchen stünde dann,4.245550155639648
GPT2-large,591,Und mich nicht so verläßnes tun erwarten,Mach' ich doch mir nichts daraus;,3.6142497062683105
GPT2-large,591,"Berlin Ihr seid ein dummes Land geworden ,","Und wieder frohen Mutes, da ihn Berlin verstieß,",6.615419387817383
GPT2-large,592,"Ich bin ein Tropfen , der im grunde","Geglaubet, daß so spottwohlfeil ich wär.",4.648452281951904
GPT2-large,592,Wenn er zu mir hinunterträufelt,Herr! wenn er mir niederglänzet,4.54919958114624
GPT2-large,592,"Ein Funken ist , der aus der Urne",und fürnehm wispert's vom Schnäuzlein her:,5.28827428817749
GPT2-large,592,"Zum Himmel springt , wenn ihn die Winde",Wenn quer er durch den Himmel schweift.,4.787132740020752
GPT2-large,592,Zur Erde in die Wiege lenken,Damit auf adriatschen Wogen,4.882236003875732
GPT2-large,592,"Doch bin ich Geist , der sich erheben","Kaum steh' ich auf, so bin ich schon",5.717232704162598
GPT2-large,592,"Der sich mit Götterkraft beweget ,","Die Götterkraft, die ihn durchfleußt,",4.844924449920654
GPT2-large,592,Und dort hienieden mit dem Leben,Dort oben und hienieden,4.597373962402344
GPT2-large,592,Und Tod die Welt umkreist in einem,Wo Tod und Leben ineinander schwinden.,5.085231304168701
GPT2-large,592,"Viel Schmerzen , die auf meine Wunden","Verwunden sind die Schmerzen,",4.957102298736572
GPT2-large,593,Aus dem alten Buche wird es,Hab' in altem Buch' gelesen,4.158937931060791
GPT2-large,593,"Wer das Große , Niedre nur kennt ,","Wem irgend Großes noch gelungen,",4.881223201751709
GPT2-large,593,Wer das Kleine kennt und es schätzt,"Der Glückliche, der ihr Gemahl,",4.753117561340332
GPT2-large,593,"Ist ein kleiner feiner vater ,",Ein Pater Fast noch sehr.,4.94743537902832
GPT2-large,593,Wird ein himmlisch schöner Sohn uns,"So ein himmlisch kleines Kind,",4.525853157043457
GPT2-large,593,Also komm mit in des Lebens,Jetzt laß dir wohlgefallen,4.618582725524902
GPT2-large,593,Süß und hold verklärte er das,"Denn der süße, der beredte",4.694344997406006
GPT2-large,593,Kind in mir zum süßen wesen .,Hin war des Kindes Lust;,4.658515453338623
GPT2-large,593,In des Lebens heller Bläue du,"In des Lebens Fröhlichkeit,",4.27524471282959
GPT2-large,593,Kömmst du in der Brust zur Ruh nicht .,Hast du an deiner Brust genährt!,5.3384575843811035
GPT2-large,594,"nichts und So , wie es ist , gut sein","Bist mir gar nichts, gar nichts werth,",4.80324125289917
GPT2-large,594,Niemand käme auf die Idee sich,"Daß keiner es erfahre,",4.3457417488098145
GPT2-large,594,"daß ein Ding , ein Ding , ein Ding ist",Der Dinge Wesen und der Dinge Grund:,6.280145645141602
GPT2-large,594,"Oder daß etwas ohne Zweck sei ,",doch zwecklos scheinen:,5.364294528961182
GPT2-large,594,Aber mir ist ein Ding ein ewig lied,"Lange blieb mir der Sieg, weil mich nur das Häßliche täuschte:",5.273263454437256
GPT2-large,594,Wie der Wald vom Lichte taut so,"Im Walde, im Walde, da wird mir so licht,",4.456923961639404
GPT2-large,594,Ist der Baum im Werden immer,"Ist er durchs Vergängliche gedrungen,",4.87011194229126
GPT2-large,594,"Eine Leuchte , die vom Himmel",Von außen leuchtet ist das Licht,4.568554401397705
GPT2-large,594,Oder von einer Lampe fällt das,"Sieh' her. die Lampe flackert im Verglimmen,",4.066659927368164
GPT2-large,594,Ist sie Eine muß den sommer,Kaum dürftest du im Sommer ihr,4.301629066467285
GPT2-large,594,Ist sie eine ist sie immer,Immer ist sie da.,4.1935319900512695
GPT2-large,594,Aber sie ist nicht eine in der,"Fort ist sie, die, wie noch niemand,",5.063817501068115
GPT2-large,594,Sonne ist sie ewig und ewig da,"Zum ewig sel'gen Sonnenlauf,",4.381295680999756
GPT2-large,594,Sonne war nicht schon der ozean,Auch die Morgensonne nicht; –,6.110252857208252
GPT2-large,595,In die Saiten wollt ich schlagen ein,"Werd ich mit meinem Saitenspiel,",3.50357723236084
GPT2-large,595,In den Busen Aber der Mondschein,Erschimmerten im klaren Mondesstrahl.,4.570068359375
GPT2-large,595,Hat die ganze Welt versunken sein,Die Welt nun läßt in Haderlumpen gehn?,4.382746696472168
GPT2-large,595,Was ich will und wie ich es kann ?,"Wie wollt ich, o wie wollt ich mich",3.684892416000366
GPT2-large,595,Was mir will ich wohl am liebsten sein,Soll mir's am liebsten sein.,3.470712184906006
GPT2-large,595,"Da der Mond den Menschen noch liebt ,",Vom schönen lieben Monde hat gehalten,5.683884143829346
GPT2-large,595,vielleicht bis in alle Ewigkeit etc,Nun und in Ewigkeit.,4.105084419250488
GPT2-large,595,"Was ich Oh ich weiß , ich weiß es","Nun weiß ich's, wehe,",4.208989143371582
GPT2-large,595,Ich ich selber weiß es aber nicht mehr .,"Doch ist mir unbekannt,",4.845991611480713
GPT2-large,596,Aus dem Reich der Dichtung tritt das,im letzten Jahr der Poesie,4.931529998779297
GPT2-large,596,"Das , wie Sphärenklang , und ewig",Das im Kuß des ewigen Freiers heut,5.622872829437256
GPT2-large,596,"Ist der Ruf , der ewig erschallt hat ,","So klingst du wieder, längst verklungner Klang?",4.401727199554443
GPT2-large,596,Unüberhörbar fort und fort im,"Unbezwinglicher, dauernder,",3.313283920288086
GPT2-large,596,Menschenherzen wogt und wogt es,"Die Geist- und Herzenshungersnoth,",5.461556434631348
GPT2-large,596,Unüberhörbar fort und fort sich,"Unbezwinglicher, dauernder,",3.424318790435791
GPT2-large,596,Räthselwort und Rath verstummt aus,Vermummt in Rabenschatten,5.601647853851318
GPT2-large,596,Unüberhörbar fort und fort sie,"Unbezwinglicher, dauernder,",3.5755417346954346
GPT2-large,596,Unüberhörbar fort und fort sich,"Unbezwinglicher, dauernder,",3.424318790435791
GPT2-large,596,Was ist das ? ein böser vogel,"Dieser merkwürdige Vogel,",5.233465671539307
GPT2-large,596,"der die mütter in dem neste ,","Erscheint das Mütterchen, die",4.456197738647461
GPT2-large,596,"Wo sie wohnten , unterwerfe .",Wo sie ziehn ins Feld?,5.389807224273682
GPT2-large,596,Unüberhörbar fort und fort sich,"Unbezwinglicher, dauernder,",3.424318790435791
GPT2-large,596,Alles Leben in den Adern mir,"All all mein Lebenlang,",4.626764297485352
GPT2-large,597,"Fürwahr , es ist ein törig Spiel , den Geist",Und der Geist im zarten Spiel,5.047641754150391
GPT2-large,597,verstand des Volkes durch die Kunst zu heben,Denn Kunst erhöht uns Kraft und Muth;,4.999627590179443
GPT2-large,597,"Umsonst ! Die Zeit , sie ist zu klug dazu .",Die tück'sche Zeit – auch du mußt ihr erliegen!,5.696954727172852
GPT2-large,597,"Ist weise , sich zu freuen hohen Gaben ,",Der hochgehäuften Gaben:,4.605192184448242
GPT2-large,597,Die einer uns von oben herab geschickt,Die mir von oben kam!,5.963657379150391
GPT2-large,597,"Mit Recht , wenn wir die Gunst der Zeit erleben",Zu rechter Zeit erfreuen?,4.591812610626221
GPT2-large,597,"Die uns von allen Seiten neckt und lockt ,","– Trägt er uns doch der Menschen Seufzer zu, –",5.436961650848389
GPT2-large,597,Um deren Gunst wir uns gewaffnet haben,Wozu uns die Kräfte gegeben –,4.341386318206787
GPT2-large,597,"Und deren Wort und Stimme uns gefällt ,","Lauschen ihrer Stimme Klang,",5.846571922302246
GPT2-large,597,Um deren Lob wir uns gewaffnet haben,Zu ihrem Lobe säuseln.,3.7901816368103027
GPT2-large,598,Ein Lied hat eine dunkle zeile,Dunklem Schoße,6.397358417510986
GPT2-large,598,"Ein Lied ist eine dunkle Seele ,",Ob es in der Seele dunkelt –,5.314023017883301
GPT2-large,598,Die sich des eignen Schicksals eigen,Mit ein andres Schicksal zu.,4.83716344833374
GPT2-large,598,"Mit leichtem Herzen , feilen Tagen ,","Fröhliche Tage,",5.270936965942383
GPT2-large,598,Die um ein süßes Opfer bitte,"Ist's süß, um die schwülen",4.4392266273498535
GPT2-large,598,Ein Lied ist eine dunkle Hütte .,Dunklem Schoße,5.776192665100098
GPT2-large,598,Ein Lied hat eine dunkle wände,Dunklem Schoße,6.146839141845703
GPT2-large,598,"Ein Lied sind Worte , die ich finde","Ich habe soeben ein Lied mir erdacht,",5.591074466705322
GPT2-large,598,"In meinen Worten , die sie finden","Findig zu finden,",5.560502052307129
GPT2-large,599,"Was unsre Tage waren , das ist doch","So sind uns die Tage,",3.9144675731658936
GPT2-large,599,nichts immer anders als das eigne wissen,Und nimmermehr das volle Wissen.,4.816291332244873
GPT2-large,599,"Zu einer neuen Lehre kam es auch ,","Hier in seiner Lehre fanden,",5.723140239715576
GPT2-large,599,"Und wie wir unsern Geist in Liebe fassen ,","Und rührt ein liebendes Herz uns an,",4.316869735717773
GPT2-large,599,"In Liebe , die im Geiste uns berührt","Und rührt ein liebendes Herz uns an,",3.890495777130127
GPT2-large,599,Sogleich beginnen wir ein neues drama,Wie ein Sakrament das Drama begeht:,5.29374361038208
GPT2-large,599,Und wenn man alle Trümmer samt dem Ort,"Und Trümmer ließ am dicksten nach,",4.778628826141357
GPT2-large,599,Von neuem aufstellt ; wenn man rings die Räume,Wird als Sage dann erklingen,5.72304630279541
GPT2-large,599,Vom Rauch und von dem Rauch befreit und löst,"So wird er frei von aller Pein,",5.178784370422363
GPT2-large,599,"Und wenn man alle Räume , auch die Räume",Und reicht nach allen Seiten,4.079625606536865
GPT2-large,600,Fassen wir die unsre Erd umkreist des näher,Laß uns hier auf diesem Erdenrunde,4.24346923828125
GPT2-large,600,"weren Ball auf eine Kugel denn herunter fällt ,","Die, wie Fortunens Kugel rollt,",5.827030658721924
GPT2-large,600,"Mächtig ist sie , wie ein wolkenloser Äther sein",So weltberiehmt wie Eener.,5.53102445602417
GPT2-large,600,"Siehe , gleich der Pflanze , die am heitern Morgen sich","Und glühen im Morgenstrahl,",5.283853054046631
GPT2-large,600,Neugewandter Kräfte froh und heiter sich freut,"Klinge in Freuden,",4.5392255783081055
GPT2-large,600,Ist sie Ist sie ihr nicht ist sie doch ! die Gottheit selbst !,Ist sie ein Weib – und eitel.,5.193711757659912
GPT2-large,600,Da vom blauen Himmel strahlt ein Strahl herunter,"An des Himmels saphyrblauem Bogen,",4.38257360458374
GPT2-large,600,So auf unsern irdschen Busen fällt kein Schatten mehr .,Kaum noch ein Schatten fällt –,4.922999382019043
GPT2-large,601,Das höchste Glück ist nur im glauben,Auf im Glaubenssonnenstrahl,4.901473522186279
GPT2-large,601,In wilder Schöne blühst du so heran .,"Schon glänzt im Land die Blüthenpracht,",4.779404163360596
GPT2-large,601,Wie alles Sein im Dasein selber,Muß Alles sein eigen werden.«,4.843323707580566
GPT2-large,601,"Das halbe Nichts vergeht , vergeht , vergeht","Halben Wegs entgegen käme,",6.372158050537109
GPT2-large,601,Das Glück ! Doch schon aus jähem siege,"Aus dem neidenswerten Glücke,",3.2520899772644043
GPT2-large,601,Zum werke wahren Glücks besteht die Kunst .,"Nur das ist Glück, wenn alle Fähigkeiten",5.271534442901611
GPT2-large,601,Das Hoffen ist die Frucht vom siege,Hoffend erschafft;,4.9072184562683105
GPT2-large,601,Wir immer glauben an das höchste Ziel,"Der uns steht um höchstes Gut,",5.38129997253418
GPT2-large,601,Und sehn nicht weg vom festen glauben,Nicht nach dem Glauben mißt;,4.719945430755615
GPT2-large,601,"Die Sonne hat den weiten Lauf vollbracht ,",Hier wird der längsten Sonne,4.94776725769043
GPT2-large,602,"Nett wärs , wenn Sie sie mir geben etc",– Wollt Ihr solches mir gewähren –,4.243529319763184
GPT2-large,602,"na , das wäre ja zu viel",Das ist zu viel! – – –,3.8957529067993164
GPT2-large,602,"Dann wärs gut , wenn ich sie nähme her !",Gern will ich dann mein Täfelchen,3.635197401046753
GPT2-large,602,Weh ! Sie sind wie ich nicht da,Sich auch nach mir nicht um;,4.315067768096924
GPT2-large,602,"ach , die haben Sie vergessen doch","Nein, Sie haben das vergessen,",3.0540008544921875
GPT2-large,602,Ich will ja nichts für Sie mehr sein,"Ich will kein Einzelner mehr sein,",4.042600154876709
GPT2-large,602,"Na , die wollens doch nicht mehr wahr .","Nich wahr, un gann de Freindschaft ja nur ferdern,",4.466315746307373
GPT2-large,602,"Na Sie geben mir das Kind nicht ,","Schafft ihr das Kind nicht wieder bei,",4.690459251403809
GPT2-large,602,weil Sie meine Sense schleifen fort !,Und täusche meine Sinne;,4.432916164398193
GPT2-large,602,Was für Das ist doch nicht recht was,"Ist's wirklich falsch, was ich im Angesichte",3.897923469543457
GPT2-large,603,Der Morgen bringt die Wahrheit nieder,"Bricht der Wahrheit eb'ne Bahn,",5.29811954498291
GPT2-large,603,Die sich den Himmel auf die Erde lud,Die uns den Himmel wollten zu der Erde,2.725717067718506
GPT2-large,603,"Sie leuchte mild und immer heiter ,","Diesen Glanz, so keusch und milde",5.280054092407227
GPT2-large,603,"Sie neiget sich der Sonne freundlich her ,",Sie sich behende,5.652648448944092
GPT2-large,603,Des hellen Mondes lichte kreise,Steht breit der helle Mond,4.464329242706299
GPT2-large,603,Sie schwinden nimmer aus der Freude Haus,Sich ihrer Wehen freut;,4.842047214508057
GPT2-large,603,In stillen Lauten spricht der Greise,Mit leisem Klang,3.9849867820739746
GPT2-large,603,Am warmen Herzen ists ihm lieb und heiß ;,Und Liebe warm im Herzen sitzt –,3.8593780994415283
GPT2-large,603,"Sein Herz ist seine helle Sonne ,",Weil er ihm beim hellen Tag,5.582156181335449
GPT2-large,603,Durch Liebe ists ihm worden mild und licht,"Gleich lichtem Kraft- und Liebessproß,",4.8703083992004395
GPT2-large,604,Versteht der Geist sich nur in händen,Vor des Geistes Vollerglühen,3.9389846324920654
GPT2-large,604,Wer leise je zu singen hörte,"Hüll ich, der Entfernten sie zu singen,",4.209775447845459
GPT2-large,604,Versteht sich nur im Ton der Worte,"In Tönen und in Worten,",4.122496604919434
GPT2-large,604,"Und wer im Herzen trug auf Wunden ,",Was hat da verblutet für Herzeleid?,5.310673713684082
GPT2-large,604,Versteht sich nur im Kampf der freude,Und keine Freude mißte,4.538503170013428
GPT2-large,604,"Was bin ich selbst ? Mein Selbst , ein wille",Was bin ich denn für eine?,4.29764986038208
GPT2-large,604,Der halbe Weg von meinem Ziele,"Halben Wegs entgegen käme,",5.36638069152832
GPT2-large,604,"Zum höchsten Selbst , das ist der Friede .","Nun der Friede uns erfreut,",4.849109649658203
GPT2-large,604,Es ist der Friede in den wänden,Ein jäher Friede blies es aus.,4.471407413482666
GPT2-large,604,Es ist der Friede in den leben,"Nun der Friede uns erfreut,",4.646282196044922
GPT2-large,604,"Der Raum , der Raum der uns gegeben",Füllt plötzlich sie des Raumes Maße,6.301476955413818
GPT2-large,604,"Um Liebe lieben , Leid empfinden .","Für der Liebe Leid,",4.26286506652832
GPT2-large,604,Es ist der Friede in Gedanken .,"Nun der Friede uns erfreut,",4.89983606338501
GPT2-large,604,Es ist der Friede in Gedanken .,"Nun der Friede uns erfreut,",4.89983606338501
GPT2-large,605,Der Mensch ist Drum mag ich nicht zu euch fassen,Es geht bei gedämpfter Trommel Klang;,5.271456718444824
GPT2-large,605,"Es geht Es geht nichts über die Armen Schranken ,","Die Schranken nur, die du",5.523288726806641
GPT2-large,605,Ich bin ein armer Kerl und wollt Euch achten,"Wie seh ich dich erglühn,",4.8033127784729
GPT2-large,605,"Wenn ich euch aber nicht einzeln loben dürfte ,","Und wenn andre sie nicht loben,",4.617366790771484
GPT2-large,605,Müßt ich euch alle beide einzeln heben,"Mußt die Mägdlein lassen stehn,",4.490034580230713
GPT2-large,605,Denn da ich immer nur die besten Gaben,Weih' ich meine beste Gabe: –,4.708851337432861
GPT2-large,605,Aus jedem andern Manne mir gesammelt,"Ich hab' mich jenen je und je gesellt,",4.4799323081970215
GPT2-large,605,"Ich weiß nicht , was kann ich mit diesen Gaben","Weiß nicht, was ich drum gäbe,",5.040521621704102
GPT2-large,605,Als mit den Besten eurer Welt bewegen,Und hast gewendet daran das Beste:,5.381618022918701
GPT2-large,605,"Ich seh euch alle an mit großen Augen ,",Ich seh' dich so an,5.047823429107666
GPT2-large,606,Was mir die Mutter einst erschienen,"Erscheint das Mütterchen, die",4.673841953277588
GPT2-large,606,Sie soll von meiner Seite tragen,Den Reigen mit mir;,4.208081245422363
GPT2-large,606,"Den Kranz in dunkler Locken Scheinen ,",Im Menschenantlitz da locket tief,4.75856876373291
GPT2-large,606,"Der einmal dich und ich getragen ,",Und ich betastete dich –,5.859487533569336
GPT2-large,606,Und du sollst mir zur Seite heben,"Jach erhebst du dich von meiner Seite,",3.509168863296509
GPT2-large,606,Den Kranz in dunkler Locken winden,"Den Kranz! nun, winde immerzu,",4.511585712432861
GPT2-large,606,"Wenn alles schweift ins weite Leben ,",Wenn Alles bis aufs Leben uns entschwand.,4.9712910652160645
GPT2-large,606,Wenn andre weit sich von Dir wenden,"Du, als du mich ganz umgabst,",4.8468523025512695
GPT2-large,606,Und werden nimmermehr mich finden,"Mich findet Niemand, wie sie's auch beginnen;",4.4579668045043945
GPT2-large,607,Nah und fern und nah und ewig weit,Ewig fern und nah.,3.0501248836517334
GPT2-large,607,"Wandelnd , wandelnd bin ich heute .","Wie ich jetzt gehe,",5.79771089553833
GPT2-large,607,Nah und fern und fern und nah sein,Und nah und ferne quellen,4.2535200119018555
GPT2-large,607,Nah und fern und fern und nah sein !,Und nah und ferne quellen,4.441211223602295
GPT2-large,607,"Wo ich bin , bin ich zu finden","Was ich war und was ich fand,",5.734899997711182
GPT2-large,607,"Ist es möglich , ist es sicher ?",Ist er bestanden.,3.944941520690918
GPT2-large,607,Ist die Brücke fest gebaut sein,Und den Bau zustande bringt?,4.889244556427002
GPT2-large,607,Lenk ich sicher drüber her sein ?,Ist mir erklungen,4.067792892456055
GPT2-large,607,Wenn ich mit dem Kindlein gehen,"Wo ich je ein Kindlein find,",2.994682788848877
GPT2-large,607,Bin ich immer noch sie selber ?,der immer noch gerüstet geht?,4.824049472808838
GPT2-large,608,"Dummheit siegt , es siegt die Dummheit mit Gewalt nicht","Nein, die Dummheit ist's, die biedre,",5.390019416809082
GPT2-large,608,"Dummheit siegt , es siegt die Dummheit mit Gewalt nicht eher","Nein, die Dummheit ist's, die biedre,",5.368020534515381
GPT2-large,608,Dummheit siegt und Dummheit mit Gewalt nicht minder .,"Nein, die Dummheit ist's, die biedre,",4.957112789154053
GPT2-large,608,"antwort Ich mag Ich gesteh es , ich bin sehr schlecht ,",Ist süß mir worden Gram und Leid.,4.746239185333252
GPT2-large,608,aber das muß mich geben Gott sei es geklagt sein !,"»Nun wol! Verzeih' mir Gott die Schuld,",3.3532803058624268
GPT2-large,609,"Der schlichte Wille , sich aus allem","Da ward aller Lust, allem Leide gerecht",5.143005847930908
GPT2-large,609,"Aus seinem innern Sein , aus dem es stammt","Ihm selbst entstammt,",5.505202770233154
GPT2-large,609,"Der ist ein ganzer Gott und Schöpfer ,",Doch schöpfergroß weißt du sie ganz zu einen –,4.8834547996521
GPT2-large,609,Der eine ist allmächtig durch den Athem,Wie Athems letzter Hauch zu beben;,6.322972297668457
GPT2-large,609,"Und aller Dinge Atem , der erste",wenn zag der Atem geht,5.198523998260498
GPT2-large,609,"Ist Geist , der Athem und Geist durch alle atem",das Gott aus Geist geschaffen?,5.272545337677002
GPT2-large,609,Der Mensch ist Geist der ewigbewegten,Wie aus der Geister Ewigkeit,5.269854545593262
GPT2-large,609,Und aller Geister auer Athem und Geist .,"Und jeder Geist in Wogen,",5.459416389465332
GPT2-large,609,Der volle Mensch ist seine werkstatt,Und seiner vollen Säcke Zahl,6.1724534034729
GPT2-large,609,Er ist die wahre Gottheit also ganz,Er ist ein wahrer Erztyrann:,4.365447044372559
GPT2-large,609,"Er dieses ist sein ganzer Wille ,",Also ist des Herren Wille.,4.9780988693237305
GPT2-large,609,"Der Athem und Geist durch den er alles hat ,",Und ihm Gemüth und Seele letzen.,5.705631256103516
GPT2-large,609,"Der hat die Werkstatt seines Schaffens ,",Und wie sein Vieh er überschaut,5.60673189163208
GPT2-large,609,Die quelle ist der ewige Athem und Geist,Des unendlichen Geistes –,5.116710662841797
GPT2-large,609,Der Mensch ist aber kein Werk des Werke .,"So ist doch ehrlos, ist kein Mann,",5.931225776672363
GPT2-large,610,Man legt sie auf die Totenbahre,"Muß an den Todesreihen,",3.6663389205932617
GPT2-large,610,Was will sie doch ? Sie steht gefesselt,"Ist sie! Weichen muß ihr, weichen,",4.624609470367432
GPT2-large,610,"Sie sitzt und kniet im kalten Grabe ,",Daß sie zum Grabe müd sich bücket.,5.803247451782227
GPT2-large,610,Die müde Mutter sinkt zur Erde .,Seit sich die Mutter legte zu den Toten;,5.904374599456787
GPT2-large,610,"Wenn es den lieben Tod nicht gäbe ,","Ach, wenn nur der Tod nicht wär'!",4.819581031799316
GPT2-large,610,"Die Leute wären froh und munter ,",Und den Menschen Wonne gebend,4.9894232749938965
GPT2-large,610,"Wir könnten alle wohl entbrennen ,",Nun brennt Sie gar sich reine?,5.9818644523620605
GPT2-large,610,Wir könnten alle wohl beneiden .,Des soll'n wir alle fröhlich sein,4.978653430938721
GPT2-large,610,"Wenn es den lieben Tod nicht gäbe ,","Ach, wenn nur der Tod nicht wär'!",4.819581031799316
GPT2-large,610,"Die Menschen wären froh und munter ,",Und den Menschen Wonne gebend,4.9884748458862305
GPT2-large,611,Die Liebe kennet keine weile,Kennt auch die Liebe nicht:,4.575804710388184
GPT2-large,611,Am reinen Sein erhalte dich zugleich,"ganz dein verjüngtes Bild,",3.666356086730957
GPT2-large,611,"Das Wahre lebt auf ewgem Steine ,","Die Wahrheit, sie besteht in Ewigkeit,",5.708195686340332
GPT2-large,611,"Des Maurers Werk ist immer schön und gut ,",Wirst du schöner stets geschaut.,5.982061386108398
GPT2-large,611,"Doch schön verwandelt , schön gehoben","Und wunderlieblich stehn,",4.959421634674072
GPT2-large,611,Erstehe nun die Wahrheit sich heran,Die Wahrheit ließ der Schein,4.543292999267578
GPT2-large,611,"Es leben nur die hohen Leben ,","Nur die Hochgebenedeite,",5.499974727630615
GPT2-large,611,"Wie dunkle Schatten an der dunkeln Wand ,",Dort den dunklen,4.683859825134277
GPT2-large,611,Und niemals sie in Ruhe lassen .,"Und nie mit ihnen sich entzwei'n,",5.177536964416504
GPT2-large,611,Des Maurers Werk ist immer schön und gut,Wirst du schöner stets geschaut.,5.83913516998291
GPT2-large,612,"Mit welcher Gluth des Zorns entflammt der Geist ,",Und tiefen Zorn ohn' Unterlaß,4.295655727386475
GPT2-large,612,"Ergreift , entflammt ! die Fackel , es erkämpfet ,",Zu kampfroter Flamme.,5.329526424407959
GPT2-large,612,"den Augenblick , der für die Nachwelt lebt !",Auf daß die Nachwelt seinen Ruhm erfahre,5.258526802062988
GPT2-large,612,Für künftge eitle Zwecke nur geschaffen !,Zu diesem edlen Zwecke nur,4.811962127685547
GPT2-large,612,"Ergreift den Augenblick , in dem die Welt","Werden können in der Welt,",6.114891052246094
GPT2-large,612,"Erwacht , die längst im Grabe schläft es ist die","Dort das eingeschlafne Nußholz,",5.107605457305908
GPT2-large,612,Und schläft Und schläft in uns Die ganze Welt .,Und schliefe die Welt immerdar.,4.905782699584961
GPT2-large,612,Wir wachen auf ! Mit einem Knall Getöse,"Daß wachend größre Pein uns traf,",3.9181771278381348
GPT2-large,612,Entflammt die ganze Welt ! und mit dem Knall,So blitzt und donnert sie darein,4.513944625854492
GPT2-large,612,Entflammt die ganze Welt ! es schlägt ihn durch die,Daß er die Welt wohl bezwingen kann;,4.6660075187683105
GPT2-large,613,Still und einsam sitz ich nun da,"Nachsinnend einsam her,",4.246301174163818
GPT2-large,613,Still und einsam wie du bist,"Sei still! was schreist du? einsam ist kein Leben,",5.03045654296875
GPT2-large,613,"Weißt du denn , wie Liebe tut sein ?","Was ist Liebe? Süßes Sehnen,",3.1569247245788574
GPT2-large,613,"Liebe ist ein lichter ozean ,",Ist leichte Sinnenliebe;,5.3349833488464355
GPT2-large,613,Kommt aus fernem fernem Land ich,"Ein Weib wie her aus fremdem Land,",4.775871276855469
GPT2-large,613,Komm aus fernem fernem Land ich,(Ich bin von dort!),4.850658416748047
GPT2-large,613,Aber mit dir mein Alles nun sein .,Mein Alles bist du mir!,5.0069193840026855
GPT2-large,613,"Nah und fern und fern und nah sein ,",Und nah und ferne quellen,4.935917377471924
GPT2-large,613,Nah und fern und fern und nah ist,Und nah und ferne quellen,3.8501415252685547
GPT2-large,613,Nah und fern und fern und nah ist,Und nah und ferne quellen,3.8501415252685547
GPT2-large,614,"Unverhüllt , von keiner Schale je umhüllt ist",Dort ein nie gesehner Steiß entsteht.,5.1911821365356445
GPT2-large,614,Unverhüllt und ungestört o welche Schätze sind,"Die Schätze, die bisher nur allzutheuer",4.554689407348633
GPT2-large,614,"In des Schöpfers Adern verschlossen , so ist es ,",Wie sichs äben so geheert,5.623910903930664
GPT2-large,614,Daß sich nie des Gottes Stimme ganz offenbart hat .,"Ist irgend Gottes Wahrheit offenbar,",5.342006683349609
GPT2-large,614,"Aber was ists , das in den Adern des Menschen mir brennt",Was jäh mein Herz entflammen muß:,4.56835412979126
GPT2-large,614,Nie in ewigkeit Nie in ihm ist es mir da,Und doch niemals sind noch willkomm'nere mir,4.008876323699951
GPT2-large,614,Nein in ihm ist es das Höchste in der Welt sich .,"Nur der ist hochgemutet,",4.938667297363281
GPT2-large,614,Nun mag Jeder sich zu seinem Sterne wenden hin,"Als an die Sterne,",4.577380657196045
GPT2-large,615,Lebe wohl ! ich muß ins Grab sein,Mir in das Grab hinein.,4.145202159881592
GPT2-large,615,"Nah und fern und nah und ewig weit ,",Ewig fern und nah.,4.210185527801514
