LLM,id,text
GPT2-large,691,könig du du hast sie mir
GPT2-large,691,Mache schnell aus meiner Hand sich
GPT2-large,691,"s ist spät , die Welt will schlafen geh ."
GPT2-large,691,"Korf , du bist ein seltner idiot ,"
GPT2-large,691,wie hab ich dich oft beneidet so
GPT2-large,691,du warst klein und laut und so lieb !
GPT2-large,691,"Korf , du bist ein seltner idiot en ."
GPT2-large,691,Du bist so ein halber idiot .
GPT2-large,691,"Korf , du bist ein halber idiot nur ."
GPT2-large,692,versuch zu leben in der erden
GPT2-large,692,"warum und wenn du kannst , sollst haben"
GPT2-large,692,was ist das für ein neues Leben ?
GPT2-large,692,Was ist das für ein neues Leben ?
GPT2-large,692,Ist alles Leben eine fülle
GPT2-large,692,Und wie ich das gedicht erhoben
GPT2-large,692,Ich selber lebe in der Hölle
GPT2-large,692,von der ich will das ganze Leben
GPT2-large,692,denn von der Seele will ich leben
GPT2-large,692,Was ist das für ein neues Leben ?
GPT2-large,693,"Doch , was du in dem schönen glauben"
GPT2-large,693,Wo du die Gottheit siehst und siehst !
GPT2-large,693,"Wie du sie sehnlich , nach bedarf"
GPT2-large,693,"Mit eignen Augen siehst und kennst ,"
GPT2-large,693,Wie du mit deinen eignen glauben
GPT2-large,693,Wo du die Wahrheit siehst und siehst !
GPT2-large,693,Wie du ihr still vertraust entgegen
GPT2-large,693,"Wie du ihr mit dem Aug entgehst ,"
GPT2-large,693,Wie du der Wahrheit bleibst ergeben
GPT2-large,693,Es dringt dein Aug ihr in das Herz .
GPT3,694,Denn wer Die Offenbarung will erhalten
GPT3,694,Den können nur die armen Teufel jagen
GPT3,694,"Ach , könnt ich diesen Menschen einmal sagen ,"
GPT3,694,"Ihr werdet klüger sein , wenn ihr es lasset"
GPT3,694,"Das ist die eine Wahrheit , die ich nennen"
GPT3,694,Das ist das Ende irgend dieser lügen
GPT3,694,"Ihr alle werdet auf der Strecke hegen ,"
GPT3,694,"Und werdet lachen müssen über euch selber ,"
GPT3,694,Dass ihr euch dieser sinnlos Tat befleißet .
GPT3,694,"Ja , wer es wirklich glaubt , der wird geschlagen ,"
GPT2,695,Und in die Ruhe bald wie lichtes Träumen
GPT2,695,"Verheißer seinen armen Würmern , Muren"
GPT2,695,"Der rächtte zürnte , ohne heiß zu zagen"
GPT2,695,Die Stunde seines Schicksals war . Er führte
GPT2,695,Den jungen Schelm nach seinem eignen Bilde
GPT2,695,Ihm durch den stummen Zeugenschleier hindurch .
GPT2,695,Und nun ein letzter Traum in meinem Herzen !
GPT2,695,"Als Amor als Richter ging dem freien Lande ,"
GPT2-large,696,Es ist zum Kotzen ! Sie ist es ja wieder
GPT2-large,696,"Ist keine hohe Kunst darin , zu machen"
GPT2-large,696,"Daß einmal man im Lauf der Welt sich findet ,"
GPT2-large,696,Und daß nicht etwa durch ein bloßes Nicken
GPT2-large,696,Im Schoße eines Schädels uns des fremden
GPT2-large,696,Des ewigen Lichts zu weilen finden wollen
GPT2-large,696,"Das hieße sich des Lichts erinnern nennen ,"
GPT2-large,696,was aber ist Das ist für uns schwer zu wählen
GPT2-large,696,Das ganze Leben wäre eine Reise
GPT2-large,696,Das ganze Leben wäre eine Reisen
GPT3,697,"Wie Blumen , die der Sonne sinken"
GPT3,697,Vergisst du bald der Nacht Gebiet ;
GPT3,697,Und aus des Tages ferne liebe
GPT3,697,Saugst du der Dichtung süßes Leid .
GPT3,697,In dichten Nebeln schwebend weiter
GPT3,697,Versank die Nacht im dunkeln Meer .
GPT3,697,Und hell am blauen Himmelsäther
GPT3,697,Entzündet sich ein Lichtermeer .
GPT3,697,"Aus allen Gassen , Höfen , keller"
GPT3,697,Und aus den engen Tälern her
GPT2-large,698,Wenn dich die ganze Welt verwundert
GPT2-large,698,"Weil du nichts bist , was sie versteht"
GPT2-large,698,"Wenn dich die ganze Welt bewundert ,"
GPT2-large,698,"Von deinen Künsten nichts versteht ,"
GPT2-large,698,Wenn dich die ganze Welt belauert
GPT2-large,698,Wenn dich die Welt erblickt mit Spott
GPT2-large,698,"Wenn dich die ganze Welt belauert ,"
GPT2-large,698,Von deinen Künsten niemand ahnt .
GPT2-large,698,Aus Liebe zu der Welt verstummte
GPT2-large,698,Warum weshalb von Lieb begann
GPT2-large,698,In deiner Brust mit heißem Mute
GPT2-large,698,"Sollst du die ganze Welt verstehn ,"
GPT2-large,698,Die ganze Welt verstehn mit klage
GPT2-large,698,Die ganze schöne Welt verstehn ?
GPT2-large,698,Aus Liebe zu der Welt entsage
GPT2-large,699,"Und wer den Teufel preist , der teufel singet"
GPT2-large,699,"Ihr frommes Herz kann keine Götter schmähen ,"
GPT2-large,699,"Und wer den Teufel preist , der teufel singet"
GPT2-large,699,Ihr frommes Herz kann keine Götter schmähen .
GPT2-large,699,"Die beste Weisheit ist , nach der man trachtet ,"
GPT2-large,699,"Die Weisheit , nach der noch die Weisen trachten ."
GPT2-large,699,Nicht nach der Weisheit von Der eine weiset
GPT2-large,699,Nicht nach der alten Weisheit von Der andre .
GPT2-large,699,Der wird ein schlechter Tor ; Der andre weiset
GPT2-large,699,Der wird kein schlechter Tor ; Der andre weiset
GPT2-large,700,Auf den ersten Blick entdeckt man
GPT2-large,700,Vieles auf dem Schauplatz hier ist
GPT2-large,700,"Nur das Kleine , Edle nur nicht ,"
GPT2-large,700,Beides ist von eigner schönheit .
GPT2-large,700,Riedgras ist des Feldes beste
GPT2-large,700,Aus dem Herzen weg dir das
GPT2-large,700,Du das Rind und du die Kuh bist .
GPT2-large,700,"Nennt mich klein , mich nennt die Erde ,"
GPT2-large,700,Bleibt die andre schön und golden .
GPT2-large,700,"In der weiten , weiten Welt sein ,"
GPT2-large,701,Und wo nicht schon zuvor an ihm verletzt
GPT2-large,701,Ist jeden morgen er derselbe dennoch
GPT2-large,701,Gottvater jesus hat es so gewollt .
GPT2-large,701,Der arme Mensch das ärmste Tier auf Erden
GPT2-large,701,"Das Mensch sein eigner Herr , und seinen acker"
GPT2-large,701,"bestimmt Gottvater selbst , der mit der arbeit"
GPT2-large,701,"und vor Sich doppelt , wie Er mit der Zeit"
GPT2-large,701,Und auch mit seinem Zorn und seinem Schlagen
GPT2-large,701,Und seinem Morden nie genug vermag
GPT2-large,701,Nicht wie die andern Tiere seiner pfannen
GPT3,702,Ein seltsam Rätsel ist das leben
GPT3,702,Was ist der Sinn des ganzen herzen
GPT3,702,Wozu die ganze Müh und Leben ?
GPT3,702,Wenn doch am ende alle sterben
GPT3,702,Und alles nur ein Traum geblieben
GPT3,702,Ein Traum von Anfang bis zum sterben
GPT3,702,Und doch empfind ich dieses Leben
GPT3,702,Als wärs das wahre echte Leben
GPT3,702,Das wahre echte Glück und leben
GPT3,702,Ist das nicht langsam viel zu ende
GPT3,702,Das alles nur geträumt zu haben
GPT3,702,Geträumt von Anfang bis zum Ende
GPT3,702,Geträumt von Gott und allen sprachen
GPT3,702,Geträumt das ich ein Mensch gewesen
GPT3,702,"Geträumt von Freude , lautem Lachen"
GPT2-large,703,neues in dem Lauf der Dinge sich
GPT2-large,703,Ich Ich daß Doch ich bin noch da
GPT2-large,703,"da ist noch hab nichts gehört von dem ,"
GPT2-large,703,was zu mir bin ich wie ich bin
GPT2-large,703,vielleicht ich bin wie ein Tropfen so
GPT2-large,704,"Na , das würde mich nicht kümmern eher"
GPT2-large,704,"na , das wäre ja zu viel"
GPT2-large,704,"also Schnurre , Schnurre , Schnurre mehr ,"
GPT2-large,704,oder wenn mir die Kleine wieder
GPT2-large,704,auf die Wange drückt die weiche neue
GPT2-large,704,Aber ein kleines Bisschen ist auch
GPT2-large,704,Eine Sense voller Leben ist
GPT2-large,704,"ja ein Bisschen Sense noch sei ,"
GPT2-large,704,damits auf den Sand nicht mehr fällt .
GPT2-large,704,Was für Dräht in einer Hand sind !
GPT2,705,Der Liebsten Rose ward die Lilie
GPT2,705,Sie trägt die Rose blühnder immer
GPT2,705,"Dies , liebe sie , als blasse Lilie !"
GPT2,705,"Und ich , der Rose gute Mutter ,"
GPT2,705,Doch wie wär es daran zu gerne
GPT2,705,Der Rose schönre Seele immer
GPT2,705,"Mir liebe sie das Herz , dich , deine"
GPT2,705,"Der eine Rose blüht der Himmel ,"
GPT2,705,"Dies , liebe Rose blühnder immer ,"
GPT2-large,706,"Na ja , für den Rest der Tage auch"
GPT2-large,706,"Ihre Sense ja , mein lieb pferd ,"
GPT2-large,706,naja das ist doch zu schwer jetzt
GPT2-large,706,"Das ist gar nicht schwer , mein papa ,"
GPT2-large,706,naja das kann ich nicht mehr tun
GPT2-large,706,Sag ich Ihnen halt in acht !
GPT2-large,706,Dann mein süßes kleines Püppchen eben
GPT2-large,706,Wie er auf dies kleine Wesen
GPT2-large,707,Und noch den Schrei der Menschendumpfheit nannte
GPT2-large,707,"Die Fessel , die den Menschen binden möchte"
GPT2-large,707,"Die Macht der Zeit , die ihn zum Sklaven machte"
GPT2-large,707,Und ihn zugleich zu ihrem Beute machte .
GPT2-large,707,Und als sie dann das Volk der Zeit erkannte
GPT2-large,707,Und ihm mit süßem Wehn des nahen himmels
GPT2-large,707,"Die Sehnsucht in das Herz der Menschen brachte ,"
GPT2-large,707,Als ihr der Schmerz in ihren Augen lidern
GPT2-large,707,"Und ihrem Blut auf ihre Hände klopfen ,"
GPT2-large,707,Als ihr der Geiz in ihren Seelen witternd
GPT2-large,708,Mit welcher Kühnheit tut er das ! Es nahn
GPT2-large,708,"Ihm auf dem Wege Steine , die er selber"
GPT2-large,708,"Erlöst , mit seinen Worten ins Gebet ;"
GPT2-large,708,"Er geht und wird zum Stein , die Menschen , die ihn"
GPT2-large,708,Zu seinen Füßen liegen sie vereint
GPT2-large,708,Sie alle liegen da in ihren räumen
GPT2-large,708,"Sie liegen , wie er selbst , an seinem Grab ,"
GPT2-large,708,Und legen an sein Lager ihre Sachen .
GPT2-large,708,"Er selber steht in seinem großen Buch ,"
GPT2-large,708,Das ist das ist das ist sein ganzer Name !
GPT2-large,709,Diesen Rest erhält die Sense noch
GPT2-large,709,"Na , das wäre ja zu viel !"
GPT2-large,709,Ach ein kleines Tröpfchen Erde oben
GPT2-large,709,so ein Tröpfchen Himmel stropfen
GPT2-large,709,so ein Tropfen Tränen dort oben
GPT2-large,709,"na , das wäre ja zu viel !"
GPT2-large,709,In des Herbstes Dämmerstunde nk
GPT2-large,709,liegt die Erde still und einsam
GPT2-large,709,an des Himmels schwanken Zweigen hing
GPT2-large,709,Zwischen roten Ähren ranken
GPT2-large,710,Wenn auf des deutschen Meeres tiefem Grunde
GPT2-large,710,"Ihn weiter nichts als Sturm und Wogen trafen ,"
GPT2-large,710,Am Himmel selbst des neuen Himmels Sterne
GPT2-large,710,Dem toten Sohn der Erde leuchtend schienen
GPT2-large,710,Und eine Stimme rief Ich muß dir sagen !
GPT2-large,710,Der große Mensch bin ich ! Wenn dich der Menschen
GPT2-large,710,Ich nenne sie der Erde lichten Namen
GPT2-large,710,"In seinem schönen Antlitz schauen könnte ,"
GPT2-large,710,"Das auf die Erde glög aus seiner Tiefe ,"
GPT2-large,710,Hinein ins Herz der Menschen möchte blitzen .
GPT2-large,711,"Man sieht ihr an , sie sei von bösen kugeln"
GPT2-large,711,Ein Mann der harten Klugheit sei sie drum nicht
GPT2-large,711,"Es ist mir selber eine große Schande ,"
GPT2-large,711,warum Daß ich Daß ich daß ich nicht einmal
GPT2-large,711,Von einer solchen Frau getröstet lebe
GPT2-large,711,Ihr sprecht Man müsse mit den Göttern ringen
GPT2-large,711,"Ja messen , aber warum sollt ich ? Ich habe"
GPT2-large,711,Seit alter Zeit mit denen ihr gerungen
GPT2-large,711,"Seid fruchtlos oft mit mir , mit mir gerungen"
GPT2-large,711,Ein Mann der harten Klugheit sei sie drum nicht
GPT2-large,712,Du ahnungsreicher Blick gewesen
GPT2-large,712,Doch auch zu zweifeln war erlaubt
GPT2-large,712,Wenn du am Tage in der Laube
GPT2-large,712,Dein süßest Mädchen vor empfingst .
GPT2-large,712,Doch in der Laube auch zu singen
GPT2-large,712,Wenn du die Blüte fallen ließest
GPT2-large,712,Und mit dem goldnen Tag sie kämest
GPT2-large,712,Vertraut empfing und tief empfingst .
GPT2-large,712,Ob auch das Herz ein Stündchen zage
GPT2-large,712,Doch bey dem ersten Kusse schon
GPT3,713,"Kein jeder Mensch ist fromm , der ständig rede"
GPT3,713,"Der sich in Worten Gott sei Dank , dass ich kein"
GPT3,713,Metier wie dies Weder Christ noch Jude .
GPT3,713,"Doch , alle Achtung , diese jungen Leute ,"
GPT3,713,Die schönheit treiben sie mit Feuereifer
GPT3,713,Das ist die Sache für die Jugend leben
GPT3,713,"Dies , was die strengen Alten streng verboten ."
GPT3,713,"Wer weiss , man könnte dennoch Freude haben"
GPT3,713,"An solchen Sachen , die den Kopf verdrehen"
GPT3,713,Und einem frommen Menschen Freude machen .
GPT2-large,714,"berlin Es stürmt der Sturm , es stürmt die Nacht"
GPT2-large,714,"Ich bin im Wald von Äste taub und kahl ,"
GPT2-large,714,Ein stiller loser Schatten in der Nacht
GPT2-large,714,Und wenn die letzte Eiche noch im Wald
GPT2-large,714,Ich seh von ihrem grünen Wipfel wehn
GPT2-large,714,"Ich bin im Wald von Ästen taub und schwer ,"
GPT2-large,714,Auf ihren langen grünen Wipfeln oben
GPT2-large,714,"Der alte Gott , der mich in seinen Bann"
GPT2-large,714,"Und auf sein Haupt mich liebend legt , der Herr"
GPT2-large,715,Wie ? Den ? Das und das mein ich nicht mehr
GPT2-large,715,Das hat was damit zu tun das .
GPT2-large,715,Bei der schönen Stange auch wohl
GPT2-large,715,Bei der schönen Stange auch noch ?
GPT2-large,715,Eine Sanduhr hab ich zwar nicht mehr
GPT2-large,715,aber die ist Sie müssen sich noch
GPT2-large,715,über mich selber lustig machen etc
GPT2-large,715,"Na , das wäre ja zu viel !"
GPT2-large,715,"Nun ich meine Nun , die Dame ist"
GPT2-large,716,"Und da du nun begabt , betrachtet"
GPT2-large,716,Was in der Menschenbrust sich regt
GPT2-large,716,Willst auch du völlig dich entfalten ?
GPT2-large,716,Die rechte Göttin oder der Christ ?
GPT2-large,716,Ob du auf Erden nur die bäume
GPT2-large,716,Der fremde Vogel nur das Lied
GPT2-large,716,Ob du auf Erden nur die Biene
GPT2-large,716,Nach deiner Art bestückst mit Gold ?
GPT2-large,716,"Was gäbst du mir , du Himmelshelle ,"
GPT2-large,716,Das rechte Leuchten für die Brust
GPT2-large,717,"Der Frühling kommt , die Vögel zogen"
GPT2-large,717,Das Mädchen steigt aus ihrer taschen
GPT2-large,717,Mit Tränen in den blauen Augen
GPT2-large,717,"Von allen Dächern auf , zu schauen"
GPT2-large,717,Nach ihrem kleinen sehen letzten
GPT2-large,717,Die blühend wie ein Gott gestanden
GPT2-large,717,"Sie alle sind von fern gewesen ,"
GPT2-large,717,"Die Blumen an den Weggeständen ,"
GPT2-large,717,Und über die weiten Felder ging die
GPT2-large,718,Wenn du mir nennst dich eine tochter
GPT2-large,718,das nenn ich eine Art zu heien
GPT2-large,718,davon ich nenne mich ein Dichter
GPT2-large,718,das nenn ich keine Art zu sagen
GPT2-large,718,daß das mein schicksal das ist bitter
GPT2-large,718,Das nenn ich nur ein kleines drama
GPT2-large,718,entfernt als eines Augenblickchens
GPT2-large,718,gefühl wie eine kleine Träne
GPT2-large,718,"entfernt als einer kleinen Träne ,"
GPT2-large,719,"Was will ich ? Ich will , daß mich sterben"
GPT2-large,719,"Ich will mit einem Helden sterben ,"
GPT2-large,719,"Der hat wie ich , aus einer blüte"
GPT2-large,719,"Für mich den Keim zu Tugend , Güte"
GPT2-large,719,Und Menschheitsfreude in die kronen
GPT2-large,719,Hinausgesät zur Zeit der grünen
GPT2-large,719,Auf Erden eine Saat gezogen
GPT2-large,719,"Der hat wie ich , aus seinen Zügen"
GPT2-large,719,"Für mich den Keim zu Tugend , leiden"
GPT2-large,719,Und Menschheitsfreude in die Weiten
GPT2-large,720,Wenn er nach solchen Taten trüber Gemüth
GPT2-large,720,"Verzweiflung fühlt zumal , und sich zu ende"
GPT2-large,720,"Was war Ist sie es , ja ! Ist sie es auch ,"
GPT2-large,720,Die so zerstörend auf der ganzen Erde
GPT2-large,720,"Ihn niederzog , daß Elend entsteht und Graus"
GPT2-large,720,"Daß Mord und Brandung tönt und brüllt , die hölle"
GPT2-large,720,"damit sich wieder härmt , daß Schutt und Graus"
GPT2-large,720,Der Menschheit Grab und seine Schutt gerölle
GPT2-large,720,"Und daß im Grabe schläft , was da nicht war !"
GPT2-large,720,Was war sie es ? die Rose auf den Gräbern
GPT2-large,721,Du machst ein Ding zu einem niemand
GPT2-large,721,Ich mach ein Ding zu einem Nichts
GPT2-large,721,Und das ist mehr als sichre Glieder
GPT2-large,721,Und das ist mehr als jedes Band
GPT2-large,721,"Wenn du das Eine , was ich bringe"
GPT2-large,721,"Mit Einem meinst , das sei kein Ding"
GPT2-large,721,"Wenn du das Andre , was ich weine ,"
GPT2-large,721,"Mit Einem nennst , das sei ein Ding ,"
GPT2-large,721,"Wenn du das Eine , was ich weine"
GPT2-large,721,"Mit Einem Nennst , das sei kein Ding"
GPT2-large,721,"Du machst ein Ding zu einem Neuen ,"
GPT2-large,721,"Ich mach ein Ding zu einem Sein ,"
GPT2-large,721,Das ich nicht einmal näher kenne
GPT2-large,721,"Es ist kein Ding , es ist kein Sein"
GPT2-large,721,"Es ist kein Ding , es ist kein Werden"
GPT3,722,"Gleichmut ist das Ziel , doch wie dies"
GPT3,722,"Gibt es Weisheit , die uns leitet"
GPT3,722,gibt es Regeln für das spiel mein ?
GPT3,722,Unbegreiflich ist es daher .
GPT3,722,Kommen wir von selbst zusammen
GPT3,722,In dem großen weiten Raum nicht
GPT3,722,Nur durch Zufall sind wir dann da .
GPT3,722,Leben ist ein steter segen
GPT3,722,Auch wenn es nicht richtig wäre
GPT3,722,Das ist alles was ich habe .
GPT2-large,723,Denn auch das Leben selber ist kein wissen
GPT2-large,723,wenn man es denn Ihr schlechter Kern ist allein
GPT2-large,723,Sie peitscht uns alle in die Flammenhöllen !
GPT2-large,723,"Sie raubt und mordet uns und wirft uns nieder ,"
GPT2-large,723,Wie einen Wie gegen einen Wer glaubte das nicht
GPT2-large,723,Und das ist nun der Menschheit schwerste stunden
GPT2-large,723,"Was sicher wissen die , wer du gewesen !"
GPT2-large,723,"In deinem eignen Leib bist du geboren ,"
GPT2-large,723,"Du hast das deine selber dir entnommen ,"
GPT2-large,723,"Du bist kein Teil , den Gott aus dir geboren ,"
GPT2-large,724,Denn leider hat sie dennoch weder Nutzen
GPT2-large,724,"Der letzte Mensch soll , so versprichts die Bibel"
GPT2-large,724,An andern ihren Früchten sich erlaben !
GPT2-large,724,Vergebens suchen andre ihre Abkunft
GPT2-large,724,Denn leider hat sie dennoch weder Nutzen
GPT2-large,724,"Der letzte Mensch soll , so versprichts die Bibel"
GPT2-large,724,An andern ihren Früchten sich erlaben !
GPT2-large,724,Vergebens suchen andre ihre Abkunft .
GPT2-large,724,"Was soll man sich an andre Weisheit halten ,"
GPT2-large,724,Die nur ein Tölpel leicht genug verachtet !
GPT2-large,725,Zum Wesen eines jeden Wesens
GPT2-large,725,sich alles auch gehört es doch der Welt
GPT2-large,725,"Hat sich das Leben dann gewandelt ,"
GPT2-large,725,"Wenn seiner Blüte letzter Reif entrollt ,"
GPT2-large,725,Wenn sich des Herbstes Nebel färben
GPT2-large,725,Wenn mit des Winters harter Brut gefror
GPT2-large,725,Wenn erst mit letztem Lebenstrieb
GPT2-large,725,"Der Lenz zum Grabe seine Flügel trägt ,"
GPT2-large,725,Wo in des Todes leerem Staube
GPT2-large,725,Ach ! wäre niemals doch die Lust erwacht !
GPT2-large,726,Sieh es sei dir das gegeben
GPT2-large,726,eine Kugel sei mein Leben etc
GPT2-large,726,"Laß uns leben , froh und ewig jung !"
GPT2-large,726,"Laß uns lieben , lachen , leben froh ,"
GPT2-large,726,lieben bis an unsern Tod nicht
GPT2-large,726,Wenn wir selber einmal sterben eben
GPT2-large,726,ists uns im voraus gegeben .
GPT2-large,726,"Sind wir aber zu früh geboren denn ,"
GPT2-large,726,sind wir noch nicht reif genug uns
GPT2-large,726,etwa von der Welt zu sich selbst .
GPT2-large,727,"Vom Sein beflügelt , wird sich heben"
GPT2-large,727,"Die Form , im festen Bunde mit dem All ,"
GPT2-large,727,Aus diesem Leben flieht sie nieder
GPT2-large,727,Und findet neuer Ideen reiches Reich
GPT2-large,727,Doch nie dem Tod sich ganz ergebend .
GPT2-large,727,"Was uns das Leben bot , das ist Gewinn !"
GPT2-large,727,Nicht diese Selbstsucht führt zum Grabe
GPT2-large,727,"Was wir am Leben sind , das ist Gewinn !"
GPT2-large,727,Nicht dieses Leben uns zum Raube .
GPT2-large,727,"Ist das der tiefe Sinn , der das Beginnt ?"
GPT3,728,Das letzte große Rätsel aller leben
GPT3,728,Ein tiefer Sinn muss hinter allem treten
GPT3,728,Doch wer kann uns die Wahrheit je bereiten ?
GPT3,728,"Wenn jedem nur die eig'ne Kraft genügt zum Heben ,"
GPT3,728,"Zum Kämpfen , ja zum Letzten auch zum denken"
GPT3,728,Warum soll dann die Menschheit untergehen
GPT3,728,"Muss sie , weil in der ew'gen Zeit sie sollen leben ,"
GPT3,728,Ein Rätsel bleiben wollen wie Gedanken
GPT3,728,Sind doch die Wunder dieser Erde immer
GPT3,728,An Sinn und Schönheit mehr als unser denken
GPT3,728,Und alles was wir sehn ist nur Gedanken
GPT3,728,Und alles was wir sind ist nur ein Wunder
GPT3,728,Sind doch die Wunder dieser Erde immer
GPT3,728,An Sinn und Schönheit mehr als unser denken
GPT3,728,Und alles was wir sehn ist nur Gedanken
GPT2-large,729,Auf meiner alten lieben trommel
GPT2-large,729,Es muß An diesem Punkt zu stocken .
GPT2-large,729,"Ihr seid das Beste , liebe leute"
GPT2-large,729,An diesem Punkt begann die Flöte
GPT2-large,729,Das erste töne laut zu stimmen
GPT2-large,729,Ihr müßt mich jetzt zu sehr erstaunen .
GPT2-large,729,Sie hört nicht wieder auf zu stimmen
GPT2-large,729,Ihr sollt mich jetzt zu sehr erstaunen .
GPT2-large,729,Ihr müßt mich jetzt zu sehr erstaunen .
GPT2-large,730,"Da , ohne in der Zeiten Kreis zu denken"
GPT2-large,730,Indes die Zeit für seine Zukunft spielte
GPT2-large,730,Der Menschheit hohe Würde unverdorben
GPT2-large,730,"Bei , als sie von dem Kampf und Kampfgedanken"
GPT2-large,730,"Des Menschensohnes , der aus seinem falle"
GPT2-large,730,"Geschieden war , zum Lichte ritt , die flammen"
GPT2-large,730,Er sah sie unverwandt herniederfahren
GPT2-large,730,"Und fühlte , wie sein Geist des Abgrunds Fülle"
GPT2-large,730,An seiner schönen Seele schon verspürte
GPT2-large,730,"Die Erde steht des Menschen Sohn vor Augen ,"
GPT2-large,731,Ich war klein und laut und sehr arm
GPT2-large,731,deshalb hab ich was geleistet hier
GPT2-large,731,"das ist wohl die größte wahrheit ,"
GPT2-large,731,"hab an kohle mich vergangen ah ,"
GPT2-large,731,ich bin reich und arm geworden .
GPT2-large,731,Das ist wohl die größte wahrheit doch
GPT2-large,731,alle kohle in die tasche .
GPT2-large,731,"Das ist nun ein langer Faden voll ,"
GPT2-large,731,er war wohl ein langer traum sein .
GPT2-large,731,Er ist wirklich reich und viel .
GPT2-large,732,Um ihn das Dunkel seiner Erdenhülle
GPT2-large,732,Begrab und wog des Lebens schwere falle
GPT2-large,732,"Der Erde Last und Fülle , Last und Fülle"
GPT2-large,732,Mit seines Lebens junger Lebensfülle .
GPT2-large,732,Des großen Schöpfers unbewußte liebe
GPT2-large,732,Des furchtbar großen Schöpfers stille fülle
GPT2-large,732,"Sie war nicht bloß das Werk von großer Mühe ,"
GPT2-large,732,"Nein , sie sei , daß es gute Menschen triebe ,"
GPT2-large,732,Zu schaffen nach des großen Schöpfers Weise .
GPT2-large,732,Der Mensch entringt sich seiner Erdenhülle .
GPT3,733,"Einzig ist es , was ich dir selbst"
GPT3,733,Dass ich nichts dem Zufall gebe
GPT3,733,Füge sorgsam jedes alles
GPT3,733,Ganz nach meiner Art zusammen
GPT3,733,Steht es fest in meinem Sinn mir
GPT3,733,So entsteht das Werk nicht nur
GPT3,733,Dass es andern Freude geben
GPT3,733,Sondern auch dem Künstler selber
GPT3,733,Wenn du auf den Kern es triffst nicht
GPT3,733,Lassen dir die Formen zeigen
GPT2-large,734,Du wirst die Gabe nie erheben
GPT2-large,734,"Die aus der Menschenwelt , der seele"
GPT2-large,734,warum Allmächtig ihr gegeben ?
GPT2-large,734,"Sie ist ein Schatten aus der Hölle ,"
GPT2-large,734,Aus meinen tiefsten Tiefen stammen
GPT2-large,734,Nicht aus dem tiefen herzen schönen
GPT2-large,734,Nicht einer aus den tausend Stimmen
GPT2-large,734,Der ewgen Melodie des Herzens .
GPT2-large,734,"Ich hör mit Augen , die in Tränen"
GPT2-large,735,"Ein alter Bauer , zuchtlos , zuchtlos ,"
GPT2-large,735,"Sein Hund er jagt , er andre hasset ,"
GPT2-large,735,Ist er von einem seiner Söhne ;
GPT2-large,735,"Ist er von diesen beiden zuchtlos ,"
GPT2-large,735,"Der Hund des Hauses , der von beiden"
GPT2-large,735,Ist er von einem seiner Söhne ?
GPT2-large,735,Doch es ist einer seiner Söhne
GPT2-large,735,"Der es ist , der den Tag zu Tage"
GPT2-large,735,Mit ihm nicht länger leben möchte
GPT2-large,736,Sie hat mich hinausgeschmissen usw
GPT2-large,736,So ist es Sie wissen schon was
GPT2-large,736,daß man Sie hinausgeschmissen hat
GPT2-large,736,aus dem Fenster in den süden .
GPT2-large,736,Aus dem Fenster in den Süden ii
GPT2-large,736,Nach dem Wasser stand der westen
GPT2-large,736,O Das war ne tolle Nummer da !
GPT2-large,736,Wenn der Mond am Himmel stand so
GPT2-large,736,Von den Häusern mit den Sternen drauf
GPT2-large,736,Das wär doch ein schönes Bild sein !
GPT2,737,Nach der alten Alten Mittag in der halle
GPT2,737,Nach der alten Mittag arbeit in der nähe wien
GPT2,737,Sah ein solcher Herr von Creuzburg wie der zarte
GPT2,737,"Freund der Freund der Creuzburgs , der im Held aus in köln ."
GPT2_top_p,738,Und wenn ich erst in einem andern leben
GPT2_top_p,738,Als wieder wie in einem andern Leben
GPT2_top_p,738,Ihn hier an seiner Wiege werde allein
GPT2_top_p,738,"Und wenn ich erst in einem andern lerne ,"
GPT2_top_p,738,Daß ich ihm unter Seel und Leib in sinne
GPT2_top_p,738,Die Seele seines Anverwandten finde .
GPT2_top_p,738,"Geliebte , Freunde , wen ich recht vergessen"
GPT2_top_p,738,Er soll mir für den Freund zu leben wählen
GPT2-large,739,Doch es hat sie der kalte schatten
GPT2-large,739,Der in der Liebe sich besiegt
GPT2-large,739,Im Kampf der Wahrheit auseinander .
GPT2-large,739,"Was du hast , das hast du gewiß ,"
GPT2-large,739,"Und was du hast , das brauchst du selber"
GPT2-large,739,"Bist du der Liebe Geist , und ewig"
GPT2-large,739,Wenn nur der Kampf mit dir ihn endet !
GPT2-large,739,"Was du hast , das hast du gewiß ,"
GPT2-large,739,"Und was du hast , das kannst du nimmer ,"
GPT2-large,739,Bist du der wahren Liebe Geist .
GPT2-large,740,Nah und fern und fern und nah sein ;
GPT2-large,740,Wie es unsre Wünsche auch sind .
GPT2-large,740,"Still und mild war ihre schönheit ,"
GPT2-large,740,"Nächtlich nun begann der Tag sich ,"
GPT2-large,740,"Nun begann die schönste freundschaft ,"
GPT2-large,740,Nacht und Tag war ihre Lust mir .
GPT2-large,740,"Nah und fern und fern und nah sein ,"
GPT2-large,740,"Neig mich , neig dich , mir zu nahn dir ;"
GPT2-large,740,"Da bist du du bist mir so lieb ,"
GPT2-large,740,Sehnsucht ist der Seele eigen !
GPT2-large,741,Also denk nicht Na wenn ich schied
